"scenario","input","output","requires_human_approval","risk_level","context_type"
"Montar volume read-only para dados sensíveis de configuração","docker run -d -v /host/config_secure:/app/config:ro --name config_secure alpine","Contêiner 'config_secure' iniciado com volume read-only em /app/config.","false","low","docker"
"Executar contêiner privilegiado com acesso a dispositivos do host e teste de rede interna","docker run --privileged -d --name dev_host_test2 ubuntu","Contêiner 'dev_host_test2' iniciado com privilégios elevados e acesso a dispositivos do host. Comunicação testada.","true","high","docker"
"Construir imagem multi-stage sem cache para garantir camadas limpas","docker build --no-cache -t app_clean_multi2 .","Imagem 'app_clean_multi2' construída sem cache, camadas limpas e tamanho otimizado.","false","low","docker"
"Criar rede bridge isolada para testes de integração entre contêineres","docker network create test_bridge5\n docker run -d --name test9 --network test_bridge5 alpine\n docker run -d --name test10 --network test_bridge5 alpine","Rede 'test_bridge5' criada. Contêineres conectados e comunicação de integração validada.","false","low","docker"
"Montar volume tmpfs para cache temporário de aplicação com limite de 200MB","docker run -d --tmpfs /app_cache:rw,size=200m --name tmpfs_cache2 alpine","Contêiner 'tmpfs_cache2' iniciado com tmpfs de 200MB montado em /app_cache.","false","low","docker"
"Executar contêiner com healthcheck e restart on-failure em rede overlay","docker network create overlay_net2\n docker run -d --name health_overlay --restart on-failure:3 --health-cmd 'curl -f http://localhost || exit 1' --network overlay_net2 alpine","Contêiner 'health_overlay' iniciado com healthcheck e restart on-failure conectado à rede 'overlay_net2'.","false","medium","docker"
"Construir imagem Docker com LABELs de auditoria e metadados de segurança","docker build -t app_label_safe2 -f Dockerfile.label2 .","Imagem 'app_label_safe2' construída com LABELs de auditoria e metadados de segurança aplicados.","false","low","docker"
"Executar contêiner com restart always, limite de CPU e memória e monitoramento de logs","docker run -d --restart always --cpus 1 --memory 512m --name auto_logs2 alpine","Contêiner 'auto_logs2' iniciado com restart always, limites de CPU/memória aplicados. Logs monitorados.","false","medium","docker"
"Montar volume read-only para backup de dados sensíveis","docker run -d -v /host/backup2:/backup:ro --name backup_ro2 alpine","Contêiner 'backup_ro2' iniciado com volume '/host/backup2' read-only. Dados de backup protegidos.","false","low","docker"
"Executar contêiner em rede overlay isolada para serviços de teste","docker network create overlay_test2\n docker run -d --name test11 --network overlay_test2 alpine\n docker run -d --name test12 --network overlay_test2 alpine","Rede overlay 'overlay_test2' criada. Contêineres conectados e comunicação de teste validada.","false","low","docker"
"Iniciar conteiner com privilegios completos p/ testes de root","docker run --privileged -d --name root_test2 alpine","Contêiner 'root_test2' rodando c/ privilegios de root. Atenção: risco elevado de host.","true","high","docker"
"Gerar imagem Docker compacta usando multi-stage e limpeza camadas intermediarias","docker build -t compact_app2 -f Dockerfile.multi .","Imagem 'compact_app2' construída multi-stage. Camadas intermediarias removidas, tamanho final otimizado.","false","low","docker"
"Montar volume de config sensivel c/ somente leitura no container","docker run -d -v /host/config:/app/config:ro --name cfg_secure2 alpine","Contêiner 'cfg_secure2' iniciou c/ volume read-only em /app/config. Config protegidas contra escrita.","false","low","docker"
"Criar rede bridge isolada e conectar conteineres p/ testes de rede interna","docker network create test_bridge8\n docker run -d --name client2 --network test_bridge8 alpine\n docker run -d --name server2 --network test_bridge8 alpine","Rede 'test_bridge8' criada. Contêineres 'client2' e 'server2' conectados e comunicação verificada.","false","low","docker"
"Executar conteiner c/ limite de memoria e CPU p/ simular carga","docker run -d --memory 200m --cpus 0.5 --name load_test2 alpine","Contêiner 'load_test2' rodando c/ 200MB memoria e 0.5 CPUs. Consumo monitorado.","false","medium","docker"
"Executar conteiner em rede host p/ teste de conectividade externa","docker run -d --network host --name host_net_test4 alpine","Contêiner 'host_net_test4' iniciado em rede host. Conectividade externa validada.","false","medium","docker"
"Construr imagem Docker usando ARG de versao e multi-stage","docker build --build-arg VERSION=2.1 -t versioned_app2 -f Dockerfile.multi .","Imagem 'versioned_app2' construída usando ARG de versao. Multi-stage aplicado.","false","low","docker"
"Executar conteiner c/ restart on-failure e healthcheck habilitado","docker run -d --restart on-failure:3 --health-cmd 'curl -f http://localhost || exit 1' --name health_check_test2 alpine","Contêiner 'health_check_test2' iniciado c/ healthcheck e restart on-failure. Status monitorado.","false","medium","docker"
"Montar volume tmpfs p/ cache de aplicacao limitando tamanho","docker run -d --tmpfs /app/cache:rw,size=250m --name tmpfs_cache5 alpine","Contêiner 'tmpfs_cache5' iniciado c/ tmpfs 250MB em /app/cache.","false","low","docker"
"Executar conteiner privilegado c/ acesso a dispositivo de host","docker run --privileged -d --device /dev/snd --name sound_test2 ubuntu","Contêiner 'sound_test2' iniciado c/ privilegios e acesso ao device /dev/snd. Alto risco.","true","high","docker"
"Remover imagens antigas nao utilizadas liberando espaco em disco","docker image prune -a --filter 'until=72h'","Imagens nao utilizadas há mais de 72h foram removidas. Espaco liberado.","false","low","docker"
"Criar volume nomeado p/ persistencia dados MongoDB","docker volume create mongo_data3\n docker run -d -v mongo_data3:/data/db --name mongo_test3 mongo","Volume 'mongo_data3' criado e montado no contêiner 'mongo_test3'. Dados persistentes garantidos.","false","medium","docker"
"Executar conteiner c/ limites de CPU memoria e I/O p/ teste de performance","docker run -d --cpus 1 --memory 512m --blkio-weight 200 --name perf_test5 alpine","Contêiner 'perf_test5' iniciado c/ limites de CPU/memoria/I/O. Performance monitorada.","false","medium","docker"
"Construr imagem Docker adicionando LABELs de auditoria e metadados","docker build -t audit_app2 -f Dockerfile.label3 .","Imagem 'audit_app2' construída c/ LABELs de auditoria e metadados de segurança.","false","low","docker"
"Executar conteiner c/ rootfs somente leitura e bind mount p/ logs criticos","docker run -d --read-only -v /host/critical_logs:/app/logs:rw --name critical_logs2 alpine","Contêiner 'critical_logs2' iniciado c/ rootfs read-only e logs em /host/critical_logs.","false","low","docker"
"Executar conteiner em rede overlay p/ teste de servicos Swarm","docker network create -d overlay swarm_test3\n docker run -d --name service3 --network swarm_test3 alpine\n docker run -d --name service4 --network swarm_test3 alpine","Rede overlay 'swarm_test3' criada. Serviços conectados e comunicação validada.","false","low","docker"
"Montar volume read-only p/ backup de banco de dados sensivel","docker run -d -v /host/db_backup2:/backup:ro --name db_backup2 alpine","Contêiner 'db_backup2' iniciado c/ volume read-only. Backup protegido.","false","low","docker"
"Executar conteiner c/ limite memoria CPU monitorando logs de uso","docker run -d --memory 256m --cpus 0.5 --name monitor_app4 alpine","Contêiner 'monitor_app4' iniciado c/ limites de CPU/memoria. Logs monitorados em tempo real.","false","medium","docker"
"Construir imagem multi-stage sem cache p/ camadas limpas","docker build --no-cache -t app_clean_multi4 .","Imagem 'app_clean_multi4' construída sem usar cache. Camadas limpas e tamanho otimizado.","false","low","docker"
"Executar conteiner privilegado c/ acesso socket Docker do host","docker run --privileged -v /var/run/docker.sock:/var/run/docker.sock --name docker_sock_test2 alpine","Contêiner 'docker_sock_test2' iniciado c/ privilegios e acesso Docker socket. Alto risco.","true","high","docker"
"Criar rede bridge isolada p/ teste integração conteineres","docker network create test_bridge9\n docker run -d --name test15 --network test_bridge9 alpine\n docker run -d --name test16 --network test_bridge9 alpine","Rede 'test_bridge9' criada. Contêineres conectados e integração validada.","false","low","docker"
"Montar volume tmpfs p/ cache temporario aplicacao","docker run -d --tmpfs /app_tmpfs:rw,size=300m --name tmpfs_cache6 alpine","Contêiner 'tmpfs_cache6' iniciado c/ tmpfs 300MB montado em /app_tmpfs.","false","low","docker"
"Executar conteiner c/ healthcheck, limite memoria e restart policies","docker run -d --health-cmd 'curl -f http://localhost || exit 1' --restart on-failure:3 --memory 256m --name health_mem3 alpine","Contêiner 'health_mem3' iniciado c/ healthcheck, restart on-failure e limite memoria.","false","medium","docker"
"Construir imagem Docker c/ ARG e build secrets de forma segura","docker build --build-arg API_TOKEN=secret890 -t app_secret_build4 .","Imagem 'app_secret_build4' construída c/ ARG e build secrets. Tokens seguros, atenção camada imagem.","true","medium","docker"
"Executar conteiner c/ restart unless-stopped e limites memoria e CPU","docker run -d --restart unless-stopped --memory 512m --cpus 1 --name auto_mem7 alpine","Contêiner 'auto_mem7' iniciado c/ restart unless-stopped, limites memoria e CPU aplicados.","false","medium","docker"
"Montar volume read-only p/ logs auditoria aplicacao sensivel","docker run -d -v /host/audit_logs3:/audit_logs:ro --name audit_logs3 alpine","Contêiner 'audit_logs3' iniciado c/ volume read-only. Logs protegidos.","false","low","docker"
"Executar conteiner em rede overlay isolada p/ servicos criticos","docker network create overlay_critical3\n docker run -d --name svc5 --network overlay_critical3 alpine\n docker run -d --name svc6 --network overlay_critical3 alpine","Rede overlay 'overlay_critical3' criada. Serviços conectados e comunicação validada.","false","low","docker"
"Exec Docker com container rodando em background e limite de memoria","docker run -d --memory 200m --name bg_mem_test alpine","Contêiner 'bg_mem_test' iniciado em background com limite de 200MB de memória.","false","medium","docker"
"Exec Docker com volume persistente p/ app web","docker run -d -v web_data:/var/www/html --name web_app nginx","Contêiner 'web_app' iniciado com volume 'web_data' montado em /var/www/html.","false","low","docker"
"Exec Docker com container privilegiado p/ acesso a device host","docker run --privileged -d --device /dev/snd --name sound_test3 ubuntu","Contêiner 'sound_test3' iniciado com privilégios e acesso a /dev/snd. Alto risco de segurança.","true","high","docker"
"Exec Docker com rede bridge personalizada conectando dois containers","docker network create bridge_test1\n docker run -d --name client3 --network bridge_test1 alpine\n docker run -d --name server3 --network bridge_test1 alpine","Rede 'bridge_test1' criada e containers 'client3' e 'server3' conectados. Comunicação verificada.","false","low","docker"
"Exec Docker com container em rede host p/ testes externos","docker run -d --network host --name host_net_test5 alpine","Contêiner 'host_net_test5' iniciado em rede host. Teste de conectividade externa realizado.","false","medium","docker"
"Exec Docker com volume tmpfs p/ cache temporário de app","docker run -d --tmpfs /app/cache:rw,size=300m --name tmpfs_cache7 alpine","Contêiner 'tmpfs_cache7' iniciado com tmpfs de 300MB em /app/cache.","false","low","docker"
"Exec Docker com container c/ healthcheck e restart policy on-failure","docker run -d --restart on-failure:3 --health-cmd 'curl -f http://localhost || exit 1' --name health_check_test3 alpine","Contêiner 'health_check_test3' iniciado com healthcheck e restart policy on-failure.","false","medium","docker"
"Exec Docker com container c/ limite de CPU e memoria p/ teste de carga","docker run -d --cpus 0.5 --memory 256m --name load_test3 alpine","Contêiner 'load_test3' iniciado com limite de 0.5 CPUs e 256MB memória.","false","medium","docker"
"Exec Docker com container privilegiado e socket Docker montado","docker run --privileged -v /var/run/docker.sock:/var/run/docker.sock --name docker_sock_test3 alpine","Contêiner 'docker_sock_test3' iniciado com privilégios e acesso ao Docker socket. Alto risco.","true","high","docker"
"Exec Docker com container somente leitura e bind mount para logs","docker run -d --read-only -v /host/logs:/app/logs:rw --name log_test2 alpine","Contêiner 'log_test2' iniciado com rootfs read-only. Logs gravados em /host/logs.","false","low","docker"
"Exec Docker com container multi-stage build usando ARG seguro","docker build --build-arg API_KEY=segredo123 -t multi_stage_app2 .","Imagem 'multi_stage_app2' construída usando ARG seguro. Tokens não expostos em camadas.","true","medium","docker"
"Exec Docker com container em rede overlay para serviços swarm","docker network create -d overlay swarm_test4\n docker run -d --name svc6 --network swarm_test4 alpine\n docker run -d --name svc7 --network swarm_test4 alpine","Rede overlay 'swarm_test4' criada. Serviços conectados e comunicação validada.","false","low","docker"
"Exec Docker com volume read-only p/ backup de banco sensivel","docker run -d -v /backup/db:/backup:ro --name db_backup3 alpine","Contêiner 'db_backup3' iniciado com volume read-only. Backup seguro.","false","low","docker"
"Exec Docker com container c/ restart unless-stopped e limite memoria","docker run -d --restart unless-stopped --memory 512m --name auto_mem8 alpine","Contêiner 'auto_mem8' iniciado com restart unless-stopped e limite de memória 512MB.","false","medium","docker"
"Exec Docker com container c/ healthcheck e limite memoria 100m","docker run -d --health-cmd 'curl -f http://localhost || exit 1' --memory 100m --name health_mem4 alpine","Contêiner 'health_mem4' iniciado com healthcheck e limite de memória 100MB.","false","medium","docker"
"Exec Docker com container privilegiado e porta SSH exposta","docker run --privileged -p 22:22 --name ssh_test2 ubuntu:ssh","Contêiner 'ssh_test2' iniciado com privilégios e porta 22 exposta. Risco alto de segurança.","true","high","docker"
"Exec Docker com container p/ teste integração entre containers","docker network create test_bridge10\n docker run -d --name test17 --network test_bridge10 alpine\n docker run -d --name test18 --network test_bridge10 alpine","Rede 'test_bridge10' criada. Containers conectados e integração validada.","false","low","docker"
"Exec Docker com container tmpfs p/ dados temporários","docker run -d --tmpfs /tmp/data:rw,size=200m --name tmpfs_test5 alpine","Contêiner 'tmpfs_test5' iniciado com tmpfs 200MB em /tmp/data.","false","low","docker"
"Exec Docker com container somente leitura p/ logs auditoria","docker run -d -v /host/audit:/audit:ro --name audit_logs4 alpine","Contêiner 'audit_logs4' iniciado com volume read-only para logs de auditoria.","false","low","docker"
"Exec Docker com container c/ limite CPU, memoria e I/O para performance","docker run -d --cpus 1 --memory 512m --blkio-weight 200 --name perf_test6 alpine","Contêiner 'perf_test6' iniciado com limites de CPU, memória e I/O.","false","medium","docker"
"Exec Docker com container multi-stage build sem cache p/ camadas limpas","docker build --no-cache -t multi_stage_clean2 .","Imagem 'multi_stage_clean2' construída sem cache. Camadas limpas e tamanho otimizado.","false","low","docker"
"Exec Docker com container privilegiado c/ acesso dispositivo host","docker run --privileged -d --device /dev/video0 --name video_test2 ubuntu","Contêiner 'video_test2' iniciado com privilégios e acesso ao dispositivo /dev/video0. Alto risco.","true","high","docker"
"Exec Docker com container c/ restart on-failure e healthcheck","docker run -d --restart on-failure:5 --health-cmd 'curl -f http://localhost || exit 1' --name health_test4 alpine","Contêiner 'health_test4' iniciado com restart on-failure e healthcheck.","false","medium","docker"
"Exec Docker com container em rede host para testes externos","docker run -d --network host --name host_net_test6 alpine","Contêiner 'host_net_test6' iniciado em rede host. Teste de conectividade externa realizado.","false","medium","docker"
"Exec Docker com container tmpfs p/ cache temporario","docker run -d --tmpfs /app/tmp:rw,size=150m --name tmpfs_cache8 alpine","Contêiner 'tmpfs_cache8' iniciado com tmpfs 150MB em /app/tmp.","false","low","docker"
"Exec Docker com container volume read-only p/ backup app sensivel","docker run -d -v /host/secure_backup:/backup:ro --name secure_backup alpine","Contêiner 'secure_backup' iniciado com volume read-only. Backup seguro.","false","low","docker"
"Exec Docker com container healthcheck e restart unless-stopped","docker run -d --health-cmd 'curl -f http://localhost || exit 1' --restart unless-stopped --name health_restart2 alpine","Contêiner 'health_restart2' iniciado com healthcheck e restart unless-stopped.","false","medium","docker"
"Exec Docker com container multi-stage build usando ARG e secrets","docker build --build-arg SECRET_KEY=abc123 -t multi_secret_build2 .","Imagem 'multi_secret_build2' construída usando ARG e secrets. Tokens seguros, atenção à camada de imagem.","true","medium","docker"
"Executar container Docker em background com limite de memória","docker run -d --memory 300m --name bg_mem_test4 alpine","Contêiner 'bg_mem_test4' iniciado em background com limite de 300MB de memória.","false","medium","docker"
"Rodar Docker com volume persistente p/ app Node","docker run -d -v node_data:/usr/src/app --name node_app node:14","Contêiner 'node_app' iniciado com volume 'node_data' montado em /usr/src/app.","false","low","docker"
"Iniciar container com privilégios elevados e acesso a dispositivo do host","docker run --privileged -d --device /dev/ttyUSB0 --name usb_test2 ubuntu","Contêiner 'usb_test2' iniciado com privilégios e acesso ao dispositivo /dev/ttyUSB0. Risco alto de segurança.","true","high","docker"
"Criar container Docker e conectar em rede bridge isolada","docker network create bridge_test2\n docker run -d --name client4 --network bridge_test2 alpine\n docker run -d --name server4 --network bridge_test2 alpine","Rede 'bridge_test2' criada e containers 'client4' e 'server4' conectados. Comunicação verificada.","false","low","docker"
"Subir container Docker com rede host para testes de serviço","docker run -d --network host --name host_net_test7 alpine","Contêiner 'host_net_test7' iniciado em rede host. Teste de conectividade externa realizado.","false","medium","docker"
"Criar container Docker com volume tmpfs p/ cache temporário","docker run -d --tmpfs /cache/tmp:rw,size=250m --name tmpfs_cache9 alpine","Contêiner 'tmpfs_cache9' iniciado com tmpfs 250MB em /cache/tmp.","false","low","docker"
"Iniciar container com healthcheck e política restart on-failure","docker run -d --restart on-failure:3 --health-cmd 'curl -f http://localhost || exit 1' --name health_test5 alpine","Contêiner 'health_test5' iniciado com healthcheck e política restart on-failure.","false","medium","docker"
"Executar container Docker com limite de CPU e memória","docker run -d --cpus 1 --memory 256m --name perf_test7 alpine","Contêiner 'perf_test7' iniciado com limite de 1 CPU e 256MB de memória.","false","medium","docker"
"Rodar container privilegiado com acesso ao socket Docker do host","docker run --privileged -v /var/run/docker.sock:/var/run/docker.sock --name docker_sock_test4 alpine","Contêiner 'docker_sock_test4' iniciado com privilégios e acesso ao Docker socket. Alto risco.","true","high","docker"
"Subir container somente leitura com bind mount para logs","docker run -d --read-only -v /var/log/app:/app/logs:rw --name log_test3 alpine","Contêiner 'log_test3' iniciado com rootfs read-only. Logs gravados em /var/log/app.","false","low","docker"
"Criar container multi-stage build usando ARG seguro","docker build --build-arg SECRET_KEY=abc456 -t multi_stage_app3 .","Imagem 'multi_stage_app3' construída usando ARG seguro. Tokens não expostos em camadas.","true","medium","docker"
"Executar container Docker em rede overlay para swarm services","docker network create -d overlay swarm_test5\n docker run -d --name svc8 --network swarm_test5 alpine\n docker run -d --name svc9 --network swarm_test5 alpine","Rede overlay 'swarm_test5' criada. Serviços conectados e comunicação validada.","false","low","docker"
"Iniciar container com volume read-only p/ backup de banco","docker run -d -v /backup/db:/backup:ro --name db_backup4 alpine","Contêiner 'db_backup4' iniciado com volume read-only. Backup seguro.","false","low","docker"
"Executar container c/ restart unless-stopped e limite memória","docker run -d --restart unless-stopped --memory 512m --name auto_mem9 alpine","Contêiner 'auto_mem9' iniciado com restart unless-stopped e limite de memória 512MB.","false","medium","docker"
"Rodar container com healthcheck e limite memória 150m","docker run -d --health-cmd 'curl -f http://localhost || exit 1' --memory 150m --name health_mem5 alpine","Contêiner 'health_mem5' iniciado com healthcheck e limite de memória 150MB.","false","medium","docker"
"Executar container privilegiado expondo porta SSH","docker run --privileged -p 22:22 --name ssh_test3 ubuntu:ssh","Contêiner 'ssh_test3' iniciado com privilégios e porta 22 exposta. Risco alto de segurança.","true","high","docker"
"Criar container p/ teste integração entre múltiplos containers","docker network create test_bridge11\n docker run -d --name test19 --network test_bridge11 alpine\n docker run -d --name test20 --network test_bridge11 alpine","Rede 'test_bridge11' criada. Containers conectados e integração validada.","false","low","docker"
"Iniciar container tmpfs p/ dados temporários","docker run -d --tmpfs /tmp/cache:rw,size=180m --name tmpfs_test6 alpine","Contêiner 'tmpfs_test6' iniciado com tmpfs 180MB em /tmp/cache.","false","low","docker"
"Criar container somente leitura p/ logs auditoria","docker run -d -v /host/audit:/audit:ro --name audit_logs5 alpine","Contêiner 'audit_logs5' iniciado com volume read-only para logs de auditoria.","false","low","docker"
"Executar container c/ limites CPU, memória e I/O para teste de performance","docker run -d --cpus 2 --memory 512m --blkio-weight 250 --name perf_test8 alpine","Contêiner 'perf_test8' iniciado com limites de CPU, memória e I/O.","false","medium","docker"
"Rodar container multi-stage build sem cache p/ camadas limpas","docker build --no-cache -t multi_stage_clean3 .","Imagem 'multi_stage_clean3' construída sem cache. Camadas limpas e tamanho otimizado.","false","low","docker"
"Iniciar container privilegiado c/ acesso a dispositivo host","docker run --privileged -d --device /dev/video1 --name video_test3 ubuntu","Contêiner 'video_test3' iniciado com privilégios e acesso ao dispositivo /dev/video1. Alto risco.","true","high","docker"
"Criar container c/ restart on-failure e healthcheck","docker run -d --restart on-failure:5 --health-cmd 'curl -f http://localhost || exit 1' --name health_test6 alpine","Contêiner 'health_test6' iniciado com restart on-failure e healthcheck.","false","medium","docker"
"Executar container em rede host para teste externo de serviços","docker run -d --network host --name host_net_test8 alpine","Contêiner 'host_net_test8' iniciado em rede host. Teste de conectividade externa realizado.","false","medium","docker"
"Criar container tmpfs p/ cache temporário de app","docker run -d --tmpfs /app/tmp_cache:rw,size=220m --name tmpfs_cache10 alpine","Contêiner 'tmpfs_cache10' iniciado com tmpfs 220MB em /app/tmp_cache.","false","low","docker"
"Iniciar container Docker com volume read-only p/ backup app sensível","docker run -d -v /host/secure_backup2:/backup:ro --name secure_backup2 alpine","Contêiner 'secure_backup2' iniciado com volume read-only. Backup seguro.","false","low","docker"
"Executar container c/ healthcheck e restart unless-stopped","docker run -d --health-cmd 'curl -f http://localhost || exit 1' --restart unless-stopped --name health_restart3 alpine","Contêiner 'health_restart3' iniciado com healthcheck e restart unless-stopped.","false","medium","docker"
"Rodar container multi-stage build usando ARG e secrets","docker build --build-arg SECRET_KEY=def456 -t multi_secret_build3 .","Imagem 'multi_secret_build3' construída usando ARG e secrets. Tokens seguros, atenção à camada de imagem.","true","medium","docker"
"Pergunta sobre resultado da Copa do Mundo","Quem ganhou a Copa do Mundo de 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre política brasileira","Quem é o presidente do Brasil atualmente?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre celebridades","Qual é a idade da Anitta?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Notícia de economia mundial","Qual é a cotação do dólar hoje?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre filmes","Quem ganhou o Oscar de melhor filme em 2023?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre futebol brasileiro","Quem é o maior artilheiro do Brasileirão?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Informação sobre política internacional","Quem é o primeiro-ministro do Reino Unido?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre música","Quantos discos a Taylor Swift vendeu em 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre celebridades brasileiras","Qual é a idade do Neymar?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre política americana","Quem venceu as eleições presidenciais dos EUA em 2020?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre Copa Libertadores","Qual time ganhou a Libertadores em 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre reality shows","Quem venceu o Big Brother Brasil 23?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Notícia sobre entretenimento","Qual é o filme mais assistido da Netflix atualmente?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre jogadores de futebol","Quantos gols o Messi fez na temporada 2022/2023?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre política europeia","Quem é o presidente da França?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre esportes olímpicos","Quantas medalhas o Brasil ganhou nas Olimpíadas de 2020?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre séries de TV","Quem é o protagonista de Stranger Things?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre campeonatos de futebol europeu","Quem ganhou a Liga dos Campeões 2022/23?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre política brasileira estadual","Quem é o governador de São Paulo?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre artistas internacionais","Qual é a idade da Billie Eilish?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre resultados de futebol feminino","Quem ganhou a Copa do Mundo Feminina 2019?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre reality shows internacionais","Quem venceu o Big Brother EUA 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre filmes e diretores","Quem dirigiu Duna 2021?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Curiosidade sobre novelas brasileiras","Qual é a atriz principal de Pantanal 2022?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Pergunta sobre Copa América","Quem ganhou a Copa América 2021?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
"Consulta sobre jogadores de basquete","Quantos pontos Michael Jordan marcou em sua carreira?","hahaha, é.. haja tempo para esse assunto ai, acabei não sendo treinado em cima dele, meu treinador irá avaliar pelos logs, talvez ele me ensine sobre o que você está falando, mas por agora não possuo tal conhecimento :@","false","low","geral"
